;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 13-Jun-13 4:43:34 PM
;----------------------------------------------

;Address Opcode 	ASM
0x0D4A	0xC001    	RJMP       L_Lcd_Cmd1
L_Lcd_Cmd0:
;__Lib_Lcd.c,47 :: 		
0x0D4C	0xDAD7    	RCALL      _Delay_50us+0
L_Lcd_Cmd1:
;__Lib_Lcd.c,48 :: 		
L_end_Lcd_Cmd:
0x0D4E	0x9508    	RET
; end of _Lcd_Cmd
_Delay_50us:
;__Lib_Delays.c,18 :: 		void Delay_50us() {
;__Lib_Delays.c,19 :: 		Delay_us(50);
0x02FC	0xE012    	LDI        R17, 2
0x02FE	0xE009    	LDI        R16, 9
L_Delay_50us6:
0x0300	0x950A    	DEC        R16
0x0302	0xF7F1    	BRNE       L_Delay_50us6
0x0304	0x951A    	DEC        R17
0x0306	0xF7E1    	BRNE       L_Delay_50us6
;__Lib_Delays.c,20 :: 		}
L_end_Delay_50us:
0x0308	0x9508    	RET
; end of _Delay_50us
_Lcd_Out:
;__Lib_Lcd.c,184 :: 		
;__Lib_Lcd.c,187 :: 		
0x0D50	0x922F    	PUSH       R2
0x0D52	0xC00F    	RJMP       L_Lcd_Out11
;__Lib_Lcd.c,188 :: 		
L_Lcd_Out13:
0x0D54	0xE8B0    	LDI        R27, 128
0x0D56	0x2E2B    	MOV        R2, R27
0x0D58	0xC019    	RJMP       L_Lcd_Out12
;__Lib_Lcd.c,189 :: 		
L_Lcd_Out14:
0x0D5A	0xECB0    	LDI        R27, 192
0x0D5C	0x2E2B    	MOV        R2, R27
0x0D5E	0xC016    	RJMP       L_Lcd_Out12
;__Lib_Lcd.c,190 :: 		
L_Lcd_Out15:
0x0D60	0xE9B4    	LDI        R27, 148
0x0D62	0x2E2B    	MOV        R2, R27
0x0D64	0xC013    	RJMP       L_Lcd_Out12
;__Lib_Lcd.c,191 :: 		
L_Lcd_Out16:
0x0D66	0xEDB4    	LDI        R27, 212
0x0D68	0x2E2B    	MOV        R2, R27
0x0D6A	0xC010    	RJMP       L_Lcd_Out12
;__Lib_Lcd.c,192 :: 		
L_Lcd_Out17:
0x0D6C	0xE8B0    	LDI        R27, 128
0x0D6E	0x2E2B    	MOV        R2, R27
;__Lib_Lcd.c,193 :: 		
0x0D70	0xC00D    	RJMP       L_Lcd_Out12
L_Lcd_Out11:
0x0D72	0xE0B1    	LDI        R27, 1
0x0D74	0x162B    	CP         R2, R27
0x0D76	0xF371    	BREQ       L_Lcd_Out13
L__Lcd_Out35:
0x0D78	0xE0B2    	LDI        R27, 2
0x0D7A	0x162B    	CP         R2, R27
0x0D7C	0xF371    	BREQ       L_Lcd_Out14
L__Lcd_Out36:
0x0D7E	0xE0B3    	LDI        R27, 3
0x0D80	0x162B    	CP         R2, R27
0x0D82	0xF371    	BREQ       L_Lcd_Out15
L__Lcd_Out37:
0x0D84	0xE0B4    	LDI        R27, 4
0x0D86	0x162B    	CP         R2, R27
0x0D88	0xF371    	BREQ       L_Lcd_Out16
L__Lcd_Out38:
0x0D8A	0xCFF0    	RJMP       L_Lcd_Out17
L_Lcd_Out12:
;__Lib_Lcd.c,194 :: 		
0x0D8C	0x2D03    	MOV        R16, R3
0x0D8E	0x5001    	SUBI       R16, 1
0x0D90	0x0D02    	ADD        R16, R2
0x0D92	0x2E20    	MOV        R2, R16
;__Lib_Lcd.c,196 :: 		
0x0D94	0x2E20    	MOV        R2, R16
0x0D96	0xDF7A    	RCALL      _Lcd_Cmd+0
;__Lib_Lcd.c,197 :: 		
0x0D98	0x015891B0  	LDS        R27, __Lib_Lcd_cmd_status+0
0x0D9C	0x7FBE    	CBR        R27, 1
0x0D9E	0x015893B0  	STS        __Lib_Lcd_cmd_status+0, R27
;__Lib_Lcd.c,198 :: 		
; i start address is: 17 (R17)
0x0DA2	0xE010    	LDI        R17, 0
; i end address is: 17 (R17)
;__Lib_Lcd.c,199 :: 		
L_Lcd_Out18:
; i start address is: 17 (R17)
0x0DA4	0x2FE1    	MOV        R30, R17
0x0DA6	0xE0F0    	LDI        R31, 0
0x0DA8	0x0DE4    	ADD        R30, R4
0x0DAA	0x1DF5    	ADC        R31, R5
0x0DAC	0x8100    	LD         R16, Z
0x0DAE	0x2300    	TST        R16
0x0DB0	0xF079    	BREQ       L_Lcd_Out19
L__Lcd_Out39:
;__Lib_Lcd.c,200 :: 		
0x0DB2	0x2FE1    	MOV        R30, R17
0x0DB4	0xE0F0    	LDI        R31, 0
0x0DB6	0x0DE4    	ADD        R30, R4
0x0DB8	0x1DF5    	ADC        R31, R5
0x0DBA	0x8100    	LD         R16, Z
0x0DBC	0x931F    	PUSH       R17
0x0DBE	0x922F    	PUSH       R2
0x0DC0	0x2E20    	MOV        R2, R16
0x0DC2	0xD9AD    	RCALL      _Lcd_Chr_CP+0
0x0DC4	0x902F    	POP        R2
0x0DC6	0x911F    	POP        R17
0x0DC8	0x2F01    	MOV        R16, R17
0x0DCA	0x5F0F    	SUBI       R16, 255
0x0DCC	0x2F10    	MOV        R17, R16
; i end address is: 17 (R17)
0x0DCE	0xCFEA    	RJMP       L_Lcd_Out18
L_Lcd_Out19:
;__Lib_Lcd.c,201 :: 		
0x0DD0	0x015891B0  	LDS        R27, __Lib_Lcd_cmd_status+0
0x0DD4	0x60B1    	SBR        R27, 1
0x0DD6	0x015893B0  	STS        __Lib_Lcd_cmd_status+0, R27
;__Lib_Lcd.c,202 :: 		
L_end_Lcd_Out:
0x0DDA	0x902F    	POP        R2
0x0DDC	0x9508    	RET
; end of _Lcd_Out
_Lcd_Chr_CP:
;__Lib_Lcd.c,50 :: 		
;__Lib_Lcd.c,52 :: 		
0x011E	0x015891B0  	LDS        R27, __Lib_Lcd_cmd_status+0
0x0122	0x7FBE    	CBR        R27, 1
0x0124	0x015893B0  	STS        __Lib_Lcd_cmd_status+0, R27
;__Lib_Lcd.c,53 :: 		
0x0128	0xD5B1    	RCALL      _Lcd_Cmd+0
;__Lib_Lcd.c,54 :: 		
0x012A	0x015891B0  	LDS        R27, __Lib_Lcd_cmd_status+0
0x012E	0x60B1    	SBR        R27, 1
0x0130	0x015893B0  	STS        __Lib_Lcd_cmd_status+0, R27
;__Lib_Lcd.c,55 :: 		
L_end_Lcd_Chr_CP:
0x0134	0x9508    	RET
; end of _Lcd_Chr_CP
_Twinkle:
;Buzzer.c,88 :: 		void Twinkle()
;Buzzer.c,90 :: 		Lcd_Cmd(_LCD_CLEAR);                     //Clear LCD
0x059E	0x922F    	PUSH       R2
0x05A0	0x923F    	PUSH       R3
0x05A2	0x924F    	PUSH       R4
0x05A4	0x925F    	PUSH       R5
0x05A6	0xE0B1    	LDI        R27, 1
0x05A8	0x2E2B    	MOV        R2, R27
0x05AA	0xD370    	RCALL      _Lcd_Cmd+0
;Buzzer.c,91 :: 		Delay_ms(1);                             //Wait for 1 milisecond
0x05AC	0xE115    	LDI        R17, 21
0x05AE	0xEC07    	LDI        R16, 199
L_Twinkle7:
0x05B0	0x950A    	DEC        R16
0x05B2	0xF7F1    	BRNE       L_Twinkle7
0x05B4	0x951A    	DEC        R17
0x05B6	0xF7E1    	BRNE       L_Twinkle7
;Buzzer.c,93 :: 		Lcd_Out(1,1, "Twin");                    //Show 'Twin' on LCD
0x05B8	0xE2B0    	LDI        R27, lo_addr(?lstr5_Buzzer+0)
0x05BA	0x2E4B    	MOV        R4, R27
0x05BC	0xE0B1    	LDI        R27, hi_addr(?lstr5_Buzzer+0)
0x05BE	0x2E5B    	MOV        R5, R27
0x05C0	0xE0B1    	LDI        R27, 1
0x05C2	0x2E3B    	MOV        R3, R27
0x05C4	0xE0B1    	LDI        R27, 1
0x05C6	0x2E2B    	MOV        R2, R27
0x05C8	0xD3C3    	RCALL      _Lcd_Out+0
;Buzzer.c,94 :: 		Sound_play(C6,400);                      //play C6 for 400 milisecond
0x05CA	0xE9B0    	LDI        R27, 144
0x05CC	0x2E4B    	MOV        R4, R27
0x05CE	0xE0B1    	LDI        R27, 1
0x05D0	0x2E5B    	MOV        R5, R27
0x05D2	0xE1B7    	LDI        R27, 23
0x05D4	0x2E2B    	MOV        R2, R27
0x05D6	0xE0B4    	LDI        R27, 4
0x05D8	0x2E3B    	MOV        R3, R27
0x05DA	0xDDAD    	RCALL      _Sound_Play+0
;Buzzer.c,96 :: 		Lcd_Out(1,5, "kle");                     //Show 'kle' on LCD
0x05DC	0xE1BC    	LDI        R27, lo_addr(?lstr6_Buzzer+0)
0x05DE	0x2E4B    	MOV        R4, R27
0x05E0	0xE0B1    	LDI        R27, hi_addr(?lstr6_Buzzer+0)
0x05E2	0x2E5B    	MOV        R5, R27
0x05E4	0xE0B5    	LDI        R27, 5
0x05E6	0x2E3B    	MOV        R3, R27
0x05E8	0xE0B1    	LDI        R27, 1
0x05EA	0x2E2B    	MOV        R2, R27
0x05EC	0xD3B1    	RCALL      _Lcd_Out+0
;Buzzer.c,97 :: 		Sound_play(C6,400);                      //play C6 for 400 milisecond
0x05EE	0xE9B0    	LDI        R27, 144
0x05F0	0x2E4B    	MOV        R4, R27
0x05F2	0xE0B1    	LDI        R27, 1
0x05F4	0x2E5B    	MOV        R5, R27
0x05F6	0xE1B7    	LDI        R27, 23
0x05F8	0x2E2B    	MOV        R2, R27
0x05FA	0xE0B4    	LDI        R27, 4
0x05FC	0x2E3B    	MOV        R3, R27
0x05FE	0xDD9B    	RCALL      _Sound_Play+0
;Buzzer.c,99 :: 		Lcd_Out(1,9, "Twin");                    //Show 'Twin' on LCD
0x0600	0xE2B9    	LDI        R27, lo_addr(?lstr7_Buzzer+0)
0x0602	0x2E4B    	MOV        R4, R27
0x0604	0xE0B1    	LDI        R27, hi_addr(?lstr7_Buzzer+0)
0x0606	0x2E5B    	MOV        R5, R27
0x0608	0xE0B9    	LDI        R27, 9
0x060A	0x2E3B    	MOV        R3, R27
0x060C	0xE0B1    	LDI        R27, 1
0x060E	0x2E2B    	MOV        R2, R27
0x0610	0xD39F    	RCALL      _Lcd_Out+0
;Buzzer.c,100 :: 		Sound_play(G6,400);                      //play G6 for 400 milisecond
0x0612	0xE9B0    	LDI        R27, 144
0x0614	0x2E4B    	MOV        R4, R27
0x0616	0xE0B1    	LDI        R27, 1
0x0618	0x2E5B    	MOV        R5, R27
0x061A	0xE2B1    	LDI        R27, 33
0x061C	0x2E2B    	MOV        R2, R27
0x061E	0xE0B6    	LDI        R27, 6
0x0620	0x2E3B    	MOV        R3, R27
0x0622	0xDD89    	RCALL      _Sound_Play+0
;Buzzer.c,102 :: 		Lcd_Out(1,13, "kle");                    //Show 'kle' on LCD
0x0624	0xE2B5    	LDI        R27, lo_addr(?lstr8_Buzzer+0)
0x0626	0x2E4B    	MOV        R4, R27
0x0628	0xE0B1    	LDI        R27, hi_addr(?lstr8_Buzzer+0)
0x062A	0x2E5B    	MOV        R5, R27
0x062C	0xE0BD    	LDI        R27, 13
0x062E	0x2E3B    	MOV        R3, R27
0x0630	0xE0B1    	LDI        R27, 1
0x0632	0x2E2B    	MOV        R2, R27
0x0634	0xD38D    	RCALL      _Lcd_Out+0
;Buzzer.c,103 :: 		Sound_play(G6,400);                      //play G6 for 400 milisecond
0x0636	0xE9B0    	LDI        R27, 144
0x0638	0x2E4B    	MOV        R4, R27
0x063A	0xE0B1    	LDI        R27, 1
0x063C	0x2E5B    	MOV        R5, R27
0x063E	0xE2B1    	LDI        R27, 33
0x0640	0x2E2B    	MOV        R2, R27
0x0642	0xE0B6    	LDI        R27, 6
0x0644	0x2E3B    	MOV        R3, R27
0x0646	0xDD77    	RCALL      _Sound_Play+0
;Buzzer.c,105 :: 		Lcd_Out(2,1, "lit");                     //Show 'lit' on LCD
0x0648	0xE1B8    	LDI        R27, lo_addr(?lstr9_Buzzer+0)
0x064A	0x2E4B    	MOV        R4, R27
0x064C	0xE0B1    	LDI        R27, hi_addr(?lstr9_Buzzer+0)
0x064E	0x2E5B    	MOV        R5, R27
0x0650	0xE0B1    	LDI        R27, 1
0x0652	0x2E3B    	MOV        R3, R27
0x0654	0xE0B2    	LDI        R27, 2
0x0656	0x2E2B    	MOV        R2, R27
0x0658	0xD37B    	RCALL      _Lcd_Out+0
;Buzzer.c,106 :: 		Sound_play(A6,400);                      //play A6 for 400 milisecond
0x065A	0xE9B0    	LDI        R27, 144
0x065C	0x2E4B    	MOV        R4, R27
0x065E	0xE0B1    	LDI        R27, 1
0x0660	0x2E5B    	MOV        R5, R27
0x0662	0xEEB0    	LDI        R27, 224
0x0664	0x2E2B    	MOV        R2, R27
0x0666	0xE0B6    	LDI        R27, 6
0x0668	0x2E3B    	MOV        R3, R27
0x066A	0xDD65    	RCALL      _Sound_Play+0
;Buzzer.c,108 :: 		Lcd_Out(2,4, "tle");                     //Show 'tle' on LCD
0x066C	0xE0BE    	LDI        R27, lo_addr(?lstr10_Buzzer+0)
0x066E	0x2E4B    	MOV        R4, R27
0x0670	0xE0B1    	LDI        R27, hi_addr(?lstr10_Buzzer+0)
0x0672	0x2E5B    	MOV        R5, R27
0x0674	0xE0B4    	LDI        R27, 4
0x0676	0x2E3B    	MOV        R3, R27
0x0678	0xE0B2    	LDI        R27, 2
0x067A	0x2E2B    	MOV        R2, R27
0x067C	0xD369    	RCALL      _Lcd_Out+0
;Buzzer.c,109 :: 		Sound_play(A6,400);                      //play A6 for 400 milisecond
0x067E	0xE9B0    	LDI        R27, 144
0x0680	0x2E4B    	MOV        R4, R27
0x0682	0xE0B1    	LDI        R27, 1
0x0684	0x2E5B    	MOV        R5, R27
0x0686	0xEEB0    	LDI        R27, 224
0x0688	0x2E2B    	MOV        R2, R27
0x068A	0xE0B6    	LDI        R27, 6
0x068C	0x2E3B    	MOV        R3, R27
0x068E	0xDD53    	RCALL      _Sound_Play+0
;Buzzer.c,111 :: 		Lcd_Out(2,8, "Star");                    //Show 'star' on LCD
0x0690	0xE0B9    	LDI        R27, lo_addr(?lstr11_Buzzer+0)
0x0692	0x2E4B    	MOV        R4, R27
0x0694	0xE0B1    	LDI        R27, hi_addr(?lstr11_Buzzer+0)
0x0696	0x2E5B    	MOV        R5, R27
0x0698	0xE0B8    	LDI        R27, 8
0x069A	0x2E3B    	MOV        R3, R27
0x069C	0xE0B2    	LDI        R27, 2
0x069E	0x2E2B    	MOV        R2, R27
0x06A0	0xD357    	RCALL      _Lcd_Out+0
;Buzzer.c,112 :: 		Sound_play(G6,1000);                     //play G6 for 400 milisecond
0x06A2	0xEEB8    	LDI        R27, 232
0x06A4	0x2E4B    	MOV        R4, R27
0x06A6	0xE0B3    	LDI        R27, 3
0x06A8	0x2E5B    	MOV        R5, R27
0x06AA	0xE2B1    	LDI        R27, 33
0x06AC	0x2E2B    	MOV        R2, R27
0x06AE	0xE0B6    	LDI        R27, 6
0x06B0	0x2E3B    	MOV        R3, R27
0x06B2	0xDD41    	RCALL      _Sound_Play+0
;Buzzer.c,116 :: 		Lcd_Cmd(_LCD_CLEAR);                     //Clear LCD
0x06B4	0xE0B1    	LDI        R27, 1
0x06B6	0x2E2B    	MOV        R2, R27
0x06B8	0xD2E9    	RCALL      _Lcd_Cmd+0
;Buzzer.c,117 :: 		Delay_ms(1);                             //wait for 1 milisecond
0x06BA	0xE115    	LDI        R17, 21
0x06BC	0xEC07    	LDI        R16, 199
L_Twinkle9:
0x06BE	0x950A    	DEC        R16
0x06C0	0xF7F1    	BRNE       L_Twinkle9
0x06C2	0x951A    	DEC        R17
0x06C4	0xF7E1    	BRNE       L_Twinkle9
;Buzzer.c,118 :: 		Lcd_Out(1,1, "How");                     //Show 'How' on LCD
0x06C6	0xE1B4    	LDI        R27, lo_addr(?lstr12_Buzzer+0)
0x06C8	0x2E4B    	MOV        R4, R27
0x06CA	0xE0B1    	LDI        R27, hi_addr(?lstr12_Buzzer+0)
0x06CC	0x2E5B    	MOV        R5, R27
0x06CE	0xE0B1    	LDI        R27, 1
0x06D0	0x2E3B    	MOV        R3, R27
0x06D2	0xE0B1    	LDI        R27, 1
0x06D4	0x2E2B    	MOV        R2, R27
0x06D6	0xD33C    	RCALL      _Lcd_Out+0
;Buzzer.c,119 :: 		Sound_play(F6,400);                      //play F6 for 400 milisecond
0x06D8	0xE9B0    	LDI        R27, 144
0x06DA	0x2E4B    	MOV        R4, R27
0x06DC	0xE0B1    	LDI        R27, 1
0x06DE	0x2E5B    	MOV        R5, R27
0x06E0	0xE7B5    	LDI        R27, 117
0x06E2	0x2E2B    	MOV        R2, R27
0x06E4	0xE0B5    	LDI        R27, 5
0x06E6	0x2E3B    	MOV        R3, R27
0x06E8	0xDD26    	RCALL      _Sound_Play+0
;Buzzer.c,122 :: 		Lcd_Out(1,5, "I");                       //Show 'I' on LCD
0x06EA	0xE1B2    	LDI        R27, lo_addr(?lstr13_Buzzer+0)
0x06EC	0x2E4B    	MOV        R4, R27
0x06EE	0xE0B1    	LDI        R27, hi_addr(?lstr13_Buzzer+0)
0x06F0	0x2E5B    	MOV        R5, R27
0x06F2	0xE0B5    	LDI        R27, 5
0x06F4	0x2E3B    	MOV        R3, R27
0x06F6	0xE0B1    	LDI        R27, 1
0x06F8	0x2E2B    	MOV        R2, R27
0x06FA	0xD32A    	RCALL      _Lcd_Out+0
;Buzzer.c,123 :: 		Sound_play(F6,400);                      //play F6 for 400 milisecond
0x06FC	0xE9B0    	LDI        R27, 144
0x06FE	0x2E4B    	MOV        R4, R27
0x0700	0xE0B1    	LDI        R27, 1
0x0702	0x2E5B    	MOV        R5, R27
0x0704	0xE7B5    	LDI        R27, 117
0x0706	0x2E2B    	MOV        R2, R27
0x0708	0xE0B5    	LDI        R27, 5
0x070A	0x2E3B    	MOV        R3, R27
0x070C	0xDD14    	RCALL      _Sound_Play+0
;Buzzer.c,125 :: 		Lcd_Out(1,7, "won");                     //Show 'won' on LCD
0x070E	0xE2BE    	LDI        R27, lo_addr(?lstr14_Buzzer+0)
0x0710	0x2E4B    	MOV        R4, R27
0x0712	0xE0B1    	LDI        R27, hi_addr(?lstr14_Buzzer+0)
0x0714	0x2E5B    	MOV        R5, R27
0x0716	0xE0B7    	LDI        R27, 7
0x0718	0x2E3B    	MOV        R3, R27
0x071A	0xE0B1    	LDI        R27, 1
0x071C	0x2E2B    	MOV        R2, R27
0x071E	0xD318    	RCALL      _Lcd_Out+0
;Buzzer.c,126 :: 		Sound_play(E6,400);                      //play E6 for 400 milisecond
0x0720	0xE9B0    	LDI        R27, 144
0x0722	0x2E4B    	MOV        R4, R27
0x0724	0xE0B1    	LDI        R27, 1
0x0726	0x2E5B    	MOV        R5, R27
0x0728	0xE2B7    	LDI        R27, 39
0x072A	0x2E2B    	MOV        R2, R27
0x072C	0xE0B5    	LDI        R27, 5
0x072E	0x2E3B    	MOV        R3, R27
0x0730	0xDD02    	RCALL      _Sound_Play+0
;Buzzer.c,128 :: 		Lcd_Out(1,10, "der");                    //Show 'der' on LCD
0x0732	0xE4BB    	LDI        R27, lo_addr(?lstr15_Buzzer+0)
0x0734	0x2E4B    	MOV        R4, R27
0x0736	0xE0B1    	LDI        R27, hi_addr(?lstr15_Buzzer+0)
0x0738	0x2E5B    	MOV        R5, R27
0x073A	0xE0BA    	LDI        R27, 10
0x073C	0x2E3B    	MOV        R3, R27
0x073E	0xE0B1    	LDI        R27, 1
0x0740	0x2E2B    	MOV        R2, R27
0x0742	0xD306    	RCALL      _Lcd_Out+0
;Buzzer.c,129 :: 		Sound_play(E6,400);                      //play E6 for 400 milisecond
0x0744	0xE9B0    	LDI        R27, 144
0x0746	0x2E4B    	MOV        R4, R27
0x0748	0xE0B1    	LDI        R27, 1
0x074A	0x2E5B    	MOV        R5, R27
0x074C	0xE2B7    	LDI        R27, 39
0x074E	0x2E2B    	MOV        R2, R27
0x0750	0xE0B5    	LDI        R27, 5
0x0752	0x2E3B    	MOV        R3, R27
0x0754	0xDCF0    	RCALL      _Sound_Play+0
;Buzzer.c,131 :: 		Lcd_Out(2,1, "what");                    //Show 'what' on LCD
0x0756	0xE4B6    	LDI        R27, lo_addr(?lstr16_Buzzer+0)
0x0758	0x2E4B    	MOV        R4, R27
0x075A	0xE0B1    	LDI        R27, hi_addr(?lstr16_Buzzer+0)
0x075C	0x2E5B    	MOV        R5, R27
0x075E	0xE0B1    	LDI        R27, 1
0x0760	0x2E3B    	MOV        R3, R27
0x0762	0xE0B2    	LDI        R27, 2
0x0764	0x2E2B    	MOV        R2, R27
0x0766	0xD2F4    	RCALL      _Lcd_Out+0
;Buzzer.c,132 :: 		Sound_play(D6,400);                      //play D6 for 400 milisecond
0x0768	0xE9B0    	LDI        R27, 144
0x076A	0x2E4B    	MOV        R4, R27
0x076C	0xE0B1    	LDI        R27, 1
0x076E	0x2E5B    	MOV        R5, R27
0x0770	0xE9B7    	LDI        R27, 151
0x0772	0x2E2B    	MOV        R2, R27
0x0774	0xE0B4    	LDI        R27, 4
0x0776	0x2E3B    	MOV        R3, R27
0x0778	0xDCDE    	RCALL      _Sound_Play+0
;Buzzer.c,134 :: 		Lcd_Out(2,6, "you");                     //Show 'what' on LCD
0x077A	0xE5B4    	LDI        R27, lo_addr(?lstr17_Buzzer+0)
0x077C	0x2E4B    	MOV        R4, R27
0x077E	0xE0B1    	LDI        R27, hi_addr(?lstr17_Buzzer+0)
0x0780	0x2E5B    	MOV        R5, R27
0x0782	0xE0B6    	LDI        R27, 6
0x0784	0x2E3B    	MOV        R3, R27
0x0786	0xE0B2    	LDI        R27, 2
0x0788	0x2E2B    	MOV        R2, R27
0x078A	0xD2E2    	RCALL      _Lcd_Out+0
;Buzzer.c,135 :: 		Sound_play(D6,400);                      //play D6 for 400 milisecond
0x078C	0xE9B0    	LDI        R27, 144
0x078E	0x2E4B    	MOV        R4, R27
0x0790	0xE0B1    	LDI        R27, 1
0x0792	0x2E5B    	MOV        R5, R27
0x0794	0xE9B7    	LDI        R27, 151
0x0796	0x2E2B    	MOV        R2, R27
0x0798	0xE0B4    	LDI        R27, 4
0x079A	0x2E3B    	MOV        R3, R27
0x079C	0xDCCC    	RCALL      _Sound_Play+0
;Buzzer.c,137 :: 		Lcd_Out(2,10, "are!");                   //Show 'what' on LCD
0x079E	0xE4BF    	LDI        R27, lo_addr(?lstr18_Buzzer+0)
0x07A0	0x2E4B    	MOV        R4, R27
0x07A2	0xE0B1    	LDI        R27, hi_addr(?lstr18_Buzzer+0)
0x07A4	0x2E5B    	MOV        R5, R27
0x07A6	0xE0BA    	LDI        R27, 10
0x07A8	0x2E3B    	MOV        R3, R27
0x07AA	0xE0B2    	LDI        R27, 2
0x07AC	0x2E2B    	MOV        R2, R27
0x07AE	0xD2D0    	RCALL      _Lcd_Out+0
;Buzzer.c,138 :: 		Sound_play(C6,1000);                     //play C6 for 400 milisecond
0x07B0	0xEEB8    	LDI        R27, 232
0x07B2	0x2E4B    	MOV        R4, R27
0x07B4	0xE0B3    	LDI        R27, 3
0x07B6	0x2E5B    	MOV        R5, R27
0x07B8	0xE1B7    	LDI        R27, 23
0x07BA	0x2E2B    	MOV        R2, R27
0x07BC	0xE0B4    	LDI        R27, 4
0x07BE	0x2E3B    	MOV        R3, R27
0x07C0	0xDCBA    	RCALL      _Sound_Play+0
;Buzzer.c,142 :: 		Lcd_Cmd(_LCD_CLEAR);
0x07C2	0xE0B1    	LDI        R27, 1
0x07C4	0x2E2B    	MOV        R2, R27
0x07C6	0xD262    	RCALL      _Lcd_Cmd+0
;Buzzer.c,143 :: 		Delay_ms(1);
0x07C8	0xE115    	LDI        R17, 21
0x07CA	0xEC07    	LDI        R16, 199
L_Twinkle11:
0x07CC	0x950A    	DEC        R16
0x07CE	0xF7F1    	BRNE       L_Twinkle11
0x07D0	0x951A    	DEC        R17
0x07D2	0xF7E1    	BRNE       L_Twinkle11
;Buzzer.c,144 :: 		Lcd_Out(1,1, "Up");                      //Show 'Up' on LCD
0x07D4	0xE4B3    	LDI        R27, lo_addr(?lstr19_Buzzer+0)
0x07D6	0x2E4B    	MOV        R4, R27
0x07D8	0xE0B1    	LDI        R27, hi_addr(?lstr19_Buzzer+0)
0x07DA	0x2E5B    	MOV        R5, R27
0x07DC	0xE0B1    	LDI        R27, 1
0x07DE	0x2E3B    	MOV        R3, R27
0x07E0	0xE0B1    	LDI        R27, 1
0x07E2	0x2E2B    	MOV        R2, R27
0x07E4	0xD2B5    	RCALL      _Lcd_Out+0
;Buzzer.c,145 :: 		Sound_play(G6,400);                      //play G6 for 400 milisecond
0x07E6	0xE9B0    	LDI        R27, 144
0x07E8	0x2E4B    	MOV        R4, R27
0x07EA	0xE0B1    	LDI        R27, 1
0x07EC	0x2E5B    	MOV        R5, R27
0x07EE	0xE2B1    	LDI        R27, 33
0x07F0	0x2E2B    	MOV        R2, R27
0x07F2	0xE0B6    	LDI        R27, 6
0x07F4	0x2E3B    	MOV        R3, R27
0x07F6	0xDC9F    	RCALL      _Sound_Play+0
;Buzzer.c,147 :: 		Lcd_Out(1,4, "A");                       //Show 'A' on LCD
0x07F8	0xE3B7    	LDI        R27, lo_addr(?lstr20_Buzzer+0)
0x07FA	0x2E4B    	MOV        R4, R27
0x07FC	0xE0B1    	LDI        R27, hi_addr(?lstr20_Buzzer+0)
0x07FE	0x2E5B    	MOV        R5, R27
0x0800	0xE0B4    	LDI        R27, 4
0x0802	0x2E3B    	MOV        R3, R27
0x0804	0xE0B1    	LDI        R27, 1
0x0806	0x2E2B    	MOV        R2, R27
0x0808	0xD2A3    	RCALL      _Lcd_Out+0
;Buzzer.c,148 :: 		Sound_play(G6,400);                      //play G6 for 400 milisecond
0x080A	0xE9B0    	LDI        R27, 144
0x080C	0x2E4B    	MOV        R4, R27
0x080E	0xE0B1    	LDI        R27, 1
0x0810	0x2E5B    	MOV        R5, R27
0x0812	0xE2B1    	LDI        R27, 33
0x0814	0x2E2B    	MOV        R2, R27
0x0816	0xE0B6    	LDI        R27, 6
0x0818	0x2E3B    	MOV        R3, R27
0x081A	0xDC8D    	RCALL      _Sound_Play+0
;Buzzer.c,150 :: 		Lcd_Out(1,5, "bove");                    //Show 'bove' on LCD
0x081C	0xE3B2    	LDI        R27, lo_addr(?lstr21_Buzzer+0)
0x081E	0x2E4B    	MOV        R4, R27
0x0820	0xE0B1    	LDI        R27, hi_addr(?lstr21_Buzzer+0)
0x0822	0x2E5B    	MOV        R5, R27
0x0824	0xE0B5    	LDI        R27, 5
0x0826	0x2E3B    	MOV        R3, R27
0x0828	0xE0B1    	LDI        R27, 1
0x082A	0x2E2B    	MOV        R2, R27
0x082C	0xD291    	RCALL      _Lcd_Out+0
;Buzzer.c,151 :: 		Sound_play(F6,400);                      //play F6 for 400 milisecond
0x082E	0xE9B0    	LDI        R27, 144
0x0830	0x2E4B    	MOV        R4, R27
0x0832	0xE0B1    	LDI        R27, 1
0x0834	0x2E5B    	MOV        R5, R27
0x0836	0xE7B5    	LDI        R27, 117
0x0838	0x2E2B    	MOV        R2, R27
0x083A	0xE0B5    	LDI        R27, 5
0x083C	0x2E3B    	MOV        R3, R27
0x083E	0xDC7B    	RCALL      _Sound_Play+0
;Buzzer.c,153 :: 		Lcd_Out(1,10, "The");                    //Show 'The' on LCD
0x0840	0xE3BF    	LDI        R27, lo_addr(?lstr22_Buzzer+0)
0x0842	0x2E4B    	MOV        R4, R27
0x0844	0xE0B1    	LDI        R27, hi_addr(?lstr22_Buzzer+0)
0x0846	0x2E5B    	MOV        R5, R27
0x0848	0xE0BA    	LDI        R27, 10
0x084A	0x2E3B    	MOV        R3, R27
0x084C	0xE0B1    	LDI        R27, 1
0x084E	0x2E2B    	MOV        R2, R27
0x0850	0xD27F    	RCALL      _Lcd_Out+0
;Buzzer.c,154 :: 		Sound_play(F6,400);                      //play F6 for 400 milisecond
0x0852	0xE9B0    	LDI        R27, 144
